DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,Jun 25 2016
Simulation Date =,year: 2017,month:01,day:30,hour:14,min:27
----------------------test1----------------------
Signal Control Representation =,Continuous Flow with Link Capacity Constraint
Traffic Flow Model =,Point Queue Model
Assignment method=,MSA
 


# of Nodes=,24
# of Link Types=,12
# of Links=,76
# of Prohibited Movements=,0
# of Pretimed Signals=,0
# of Actuated Signals=,0
# of Zones=,24
# of Activity Locations=,24
# of Vehicle Types=,5
# of Demand Types=,4
# of Sensor Records=,0
Demand Load Mode=,demand meta databaseReading demand file,input_demand.csv,cumulative # of agents=,360600,


Demand multiplier in input_scenario_settings.csv file=,1
# of Vehicles to be simulated=,360600
# of Intra-zone Vehicles (not be simulated)=,0
Starting Time of Demand Loading (min)=,420
Ending Time of Demand Loading (min)=,540
Output Emission data=,YES
Output second by second speed data=,NO
Vehicle ID with second by second speed data=,0

--Link Type Statistics--
link_type,link_type_name,link_type_code,number_of_links,avg_lane_capacity,avg_number_of_lanes,avg_speed_limit,avg_link_length,avg_K_jam,total_link_length,
1,Freeway,f,76,10247.2,2.88158,60,4.13158,180,314,
2,Highway,h,0,0,0,0,0,0,0,
3,Principal arterial,a,0,0,0,0,0,0,0,
4,Major arterial,a,0,0,0,0,0,0,0,
5,Minor arterial,a,0,0,0,0,0,0,0,
6,Collector,a,0,0,0,0,0,0,0,
7,Local,a,0,0,0,0,0,0,0,
8,Frontage road,a,0,0,0,0,0,0,0,
9,Ramp,r,0,0,0,0,0,0,0,
10,Zonal connector,c,0,0,0,0,0,0,0,
100,Transit link,t,0,0,0,0,0,0,0,
200,Walking link,w,0,0,0,0,0,0,0,
# of demand type code based toll records=0
Assignment method=,Zone-based routing
Iteration #,CPU Running Time,Per Iteration CPU Running Time,# of agents,Avg Travel Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Distance,Avg Speed,Avg CO (g),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg User Equilibirum (UE) gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope =observed/estimated link count,ODME: r_squared link count,travel_time_ 7:00,travel_time_ 7:15,travel_time_ 7:30,travel_time_ 7:45,travel_time_ 8:00,travel_time_ 8:15,travel_time_ 8:30,travel_time_ 8:45,Avg UE gap_ 7:00,Avg UE gap_ 7:15,Avg UE gap_ 7:30,Avg UE gap_ 7:45,Avg UE gap_ 8:00,Avg UE gap_ 8:15,Avg UE gap_ 8:30,Avg UE gap_ 8:45,Relative UE gap_ 7:00,Relative UE gap_ 7:15,Relative UE gap_ 7:30,Relative UE gap_ 7:45,Relative UE gap_ 8:00,Relative UE gap_ 8:15,Relative UE gap_ 8:30,Relative UE gap_ 8:45,
1,00:00:05,00:00:05,360600,9.59507,3.54836,1.49229,8.80754,55.0754,11314.8,100,100,100,840, , , , , , , ,9.28961,9.53925,9.56538,9.62072,9.66788,9.6898,9.74853,9.67797, , , , , , , , , , , , , , , , ,


--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
2,1,f,Freeway,6.0000,420,540,3800,25900.2012,77700.6016,0.0245,0.0000,60.0000,59.4938,6.0000,6.0510,99,A,0,0.0000,3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3800,0,0,0,3800,0,0,0,0,"<LineString><coordinates>20.024308,38.407951,0.0 29.871008,38.407951,0.0</coordinates></LineString>",2,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1416.0000,1902.0000,482.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4706,59.4693,59.7869,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
2,6,f,Freeway,5.0000,420,540,6600,4958.1812,14874.5430,0.2219,0.0000,60.0000,59.6246,5.0000,5.0315,99,A,0,0.0000,6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6600,0,0,0,6600,0,0,0,0,"<LineString><coordinates>29.871008,38.407951,0.0 41.138881,38.407951,0.0</coordinates></LineString>",2,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2864.0000,3311.0000,425.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.6192,59.6119,59.9970,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
3,1,f,Freeway,4.0000,420,540,6000,23403.4727,70210.4219,0.0427,0.0000,60.0000,59.4674,4.0000,4.0358,99,A,0,0.0000,6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6000,0,0,0,6000,0,0,0,0,"<LineString><coordinates>41.138881,38.407951,0.0 51.391630,38.407951,0.0</coordinates></LineString>",3,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2254.0000,3002.0000,744.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4720,59.4400,59.5979,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
3,4,f,Freeway,4.0000,420,540,10200,17110.5234,51331.5703,0.0994,0.0000,60.0000,59.4939,4.0000,4.0340,99,A,0,0.0000,10200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10200,0,0,0,10200,0,0,0,0,"<LineString><coordinates>51.391630,38.407951,0.0 62.557990,38.407951,0.0</coordinates></LineString>",3,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4422.0000,5115.0000,663.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4795,59.4806,59.9108,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
3,12,f,Freeway,4.0000,420,540,6800,23403.4727,70210.4219,0.0484,0.0000,60.0000,59.5426,4.0000,4.0307,99,A,0,0.0000,6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6800,0,0,0,6800,0,0,0,0,"<LineString><coordinates>62.557990,38.407951,0.0 71.795615,38.407951,0.0</coordinates></LineString>",3,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2767.0000,3412.0000,621.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.5351,59.5182,59.8083,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
4,3,f,Freeway,4.0000,420,540,10200,17110.5234,34221.0469,0.1490,0.0000,60.0000,59.1911,4.0000,4.0547,99,A,0,0.0000,10200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10200,0,0,0,10200,0,0,0,0,"<LineString><coordinates>80.525679,38.407951,0.0 88.646668,38.407951,0.0</coordinates></LineString>",4,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4183.0000,5118.0000,899.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.1584,59.1436,59.8942,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
4,5,f,Freeway,2.0000,420,540,13700,17782.7949,53348.3828,0.1284,0.0000,60.0000,58.4966,2.0000,2.0514,97,A,0,0.0000,13700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13700,0,0,0,13700,0,0,0,0,"<LineString><coordinates>88.646668,38.407951,0.0 92.402626,31.505110,0.0</coordinates></LineString>",4,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6126.0000,6868.0000,706.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.4815,58.4209,59.8064,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
4,11,f,Freeway,6.0000,420,540,6700,4908.8267,9817.6533,0.3412,0.0000,60.0000,59.4197,6.0000,6.0586,99,A,0,0.0000,6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6700,0,0,0,6700,0,0,0,0,"<LineString><coordinates>71.795615,38.407951,0.0 80.525679,38.407951,0.0</coordinates></LineString>",4,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2838.0000,3363.0000,499.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4205,59.3965,59.8669,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
5,4,f,Freeway,2.0000,420,540,13700,17782.7949,53348.3828,0.1284,0.0000,60.0000,58.6042,2.0000,2.0476,98,A,0,0.0000,13700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13700,0,0,0,13700,0,0,0,0,"<LineString><coordinates>2.990533,23.709122,0.0 5.508040,17.699428,0.0</coordinates></LineString>",5,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5859.0000,6853.0000,988.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.5840,58.5256,59.4942,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
5,6,f,Freeway,4.0000,420,540,10200,4947.9956,14843.9863,0.3436,0.0000,60.0000,59.3851,4.0000,4.0414,99,A,0,0.0000,10200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10200,0,0,0,10200,0,0,0,0,"<LineString><coordinates>5.508040,17.699428,0.0 7.639800,12.826835,0.0</coordinates></LineString>",5,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4330.0000,5127.0000,743.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4015,59.3288,59.9016,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
5,9,f,Freeway,5.0000,420,540,7000,10000.0000,30000.0000,0.1167,0.0000,60.0000,59.2047,5.0000,5.0672,99,A,0,0.0000,7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7000,0,0,0,7000,0,0,0,0,"<LineString><coordinates>7.639800,12.826835,0.0 9.974584,7.649704,0.0</coordinates></LineString>",5,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2974.0000,3503.0000,523.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.1708,59.1930,59.8672,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
6,2,f,Freeway,5.0000,420,540,6600,4958.1812,14874.5430,0.2219,0.0000,60.0000,59.3472,5.0000,5.0550,99,A,0,0.0000,6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6600,0,0,0,6600,0,0,0,0,"<LineString><coordinates>9.974584,7.649704,0.0 15.760789,7.649704,0.0</coordinates></LineString>",6,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2560.0000,3174.0000,811.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.2784,59.3006,59.9103,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
6,5,f,Freeway,4.0000,420,540,10200,4947.9956,14843.9863,0.3436,0.0000,60.0000,59.3495,4.0000,4.0438,99,A,0,0.0000,10200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10200,0,0,0,10200,0,0,0,0,"<LineString><coordinates>15.760789,7.649704,0.0 21.242457,7.649704,0.0</coordinates></LineString>",6,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4401.0000,5116.0000,683.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.2958,59.3636,59.8719,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
6,8,f,Freeway,2.0000,420,540,16800,4898.5874,14695.7617,0.5716,0.0000,60.0000,57.9918,2.0000,2.0693,97,A,0,0.0000,16800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16800,0,0,0,16800,0,0,0,0,"<LineString><coordinates>21.242457,7.649704,0.0 27.130174,7.649704,0.0</coordinates></LineString>",6,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7257.0000,8427.0000,1116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,57.9163,57.8935,59.6962,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
7,8,f,Freeway,3.0000,420,540,8000,7841.8115,23525.4336,0.1700,0.0000,60.0000,58.7727,3.0000,3.0626,98,A,0,0.0000,8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8000,0,0,0,8000,0,0,0,0,"<LineString><coordinates>27.130174,7.649704,0.0 33.626965,7.649704,0.0</coordinates></LineString>",7,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3482.0000,4020.0000,498.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.7912,58.6875,59.6824,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
7,18,f,Freeway,2.0000,420,540,13100,23403.4727,70210.4219,0.0933,0.0000,60.0000,59.0017,2.0000,2.0338,98,A,0,0.0000,13100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13100,0,0,0,13100,0,0,0,0,"<LineString><coordinates>33.626965,7.649704,0.0 39.717707,7.649704,0.0</coordinates></LineString>",7,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6116.0000,6559.0000,425.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.0464,58.9304,59.9018,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
8,6,f,Freeway,2.0000,420,540,16800,4898.5874,14695.7617,0.5716,0.0000,60.0000,57.9217,2.0000,2.0718,97,A,0,0.0000,16800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16800,0,0,0,16800,0,0,0,0,"<LineString><coordinates>39.717707,7.649704,0.0 46.925086,7.649704,0.0</coordinates></LineString>",8,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7211.0000,8081.0000,1440.0000,68.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,57.7761,57.7726,59.8384,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
8,7,f,Freeway,3.0000,420,540,8000,7841.8115,23525.4336,0.1700,0.0000,60.0000,58.7189,3.0000,3.0654,98,A,0,0.0000,8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8000,0,0,0,8000,0,0,0,0,"<LineString><coordinates>46.925086,7.649704,0.0 52.711290,7.649704,0.0</coordinates></LineString>",8,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3480.0000,4013.0000,507.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.7176,58.6538,59.5951,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
8,16,f,Freeway,5.0000,420,540,15500,5045.8228,15137.4688,0.5120,0.0000,60.0000,59.3231,5.0000,5.0571,99,A,0,0.0000,15500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15500,0,0,0,15500,0,0,0,0,"<LineString><coordinates>60.121693,7.649704,0.0 67.633608,7.649704,0.0</coordinates></LineString>",8,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6667.0000,7762.0000,1071.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.3380,59.2812,59.8383,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
9,5,f,Freeway,5.0000,420,540,7000,10000.0000,30000.0000,0.1167,0.0000,60.0000,59.2365,5.0000,5.0644,99,A,0,0.0000,7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7000,0,0,0,7000,0,0,0,0,"<LineString><coordinates>67.633608,7.649704,0.0 75.247036,7.649704,0.0</coordinates></LineString>",9,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3063.0000,3506.0000,431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.2438,59.2052,59.8453,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
9,10,f,Freeway,3.0000,420,540,17000,13915.7881,41747.3633,0.2036,0.0000,60.0000,59.2720,3.0000,3.0368,99,A,0,0.0000,17000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17000,0,0,0,17000,0,0,0,0,"<LineString><coordinates>81.540803,7.649704,0.0 88.342131,7.649704,0.0</coordinates></LineString>",9,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7747.0000,8515.0000,738.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.3089,59.2368,59.2638,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
10,9,f,Freeway,3.0000,420,540,17100,13915.7881,41747.3633,0.2048,0.0000,60.0000,58.6812,3.0000,3.0674,98,A,0,0.0000,17100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17100,0,0,0,17100,0,0,0,0,"<LineString><coordinates>88.342131,7.649704,0.0 92.199601,14.349520,0.0</coordinates></LineString>",10,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6829.0000,7794.0000,2284.0000,193.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.5622,58.4843,59.8423,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
10,11,f,Freeway,5.0000,420,540,22100,10000.0000,30000.0000,0.3683,0.0000,60.0000,59.5551,5.0000,5.0374,99,A,0,0.0000,22100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22100,0,0,0,22100,0,0,0,0,"<LineString><coordinates>92.199601,14.349520,0.0 96.767658,23.790170,0.0</coordinates></LineString>",10,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8669.0000,9610.0000,3346.0000,475.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4923,59.4794,59.9954,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
10,15,f,Freeway,6.0000,420,540,11200,13512.0020,54048.0078,0.1036,0.0000,60.0000,59.6475,6.0000,6.0355,99,A,0,0.0000,11200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11200,0,0,0,11200,0,0,0,0,"<LineString><coordinates>92.402626,31.505110,0.0 96.767658,23.790170,0.0</coordinates></LineString>",10,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4952.0000,5607.0000,641.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.6566,59.6348,59.9052,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
10,16,f,Freeway,4.0000,420,540,28200,4854.9175,9709.8350,1.4521,22.4736,60.0000,8.1692,4.0000,29.3788,14,F,0,0.0000,28200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28200,0,0,0,28200,0,0,0,0,"<LineString><coordinates>2.990533,23.709122,0.0 16.978937,23.790170,0.0</coordinates></LineString>",10,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9029.0000,9710.0000,9461.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,13.1073,5.8804,33.6610,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
11,4,f,Freeway,6.0000,420,540,6800,4908.8267,9817.6533,0.3463,0.0000,60.0000,59.4014,6.0000,6.0605,99,A,0,0.0000,6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6800,0,0,0,6800,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 43.169128,23.790170,0.0</coordinates></LineString>",11,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2848.0000,3408.0000,544.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4119,59.3686,59.7846,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
11,10,f,Freeway,5.0000,420,540,21300,10000.0000,20000.0000,0.5325,0.0000,60.0000,59.1947,5.0000,5.0680,99,A,0,0.0000,21300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21300,0,0,0,21300,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 53.929439,23.790170,0.0</coordinates></LineString>",11,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9069.0000,10659.0000,1572.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.2012,59.1534,59.7463,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
