vehicle_type,age,OpModeID,meanBaseRate_TotalEnergy_(KJ/hr),meanBaseRate_CO2_(g/hr),meanBaseRate_NOX_(g/hr),meanBaseRate_CO_(g/hr),meanBaseRate_HC_(g/hr),meanBaseRate_PM_(g/hr),meanBaseRate_PM_2.5_(g/hr)
2,9,35,303358.1923,21801.34147,40.39474943,215.5593401,3.0223898,,
2,9,37,400966.0406,28816.09197,60.45601296,255.7185134,4.182632568,,
2,9,38,521040.6771,37445.45561,76.58931358,217.6598777,7.493098195,,
2,9,39,682811.3106,49071.37147,129.4007708,487.8338974,13.43641673,,
2,9,40,903549.2999,64935.07452,140.0719173,1137.158061,17.84109036,,
2,10,0,82216.38866,5908.617632,3.203612555,33.83295923,2.411398282,,
2,10,1,63416.67876,4557.545185,1.090427945,41.21256428,0.414683702,,
2,10,11,102568.7631,7371.2749,6.107821033,79.25877987,2.442268429,,
2,10,12,128324.5991,9222.260929,5.949432098,35.92687231,1.881355379,,
2,10,13,184521.2599,13260.9275,13.11594131,121.104882,4.773794687,,
2,10,14,233708.6301,16795.85974,22.48901086,175.1539483,6.014026412,,
2,10,15,281714.8674,20245.9079,35.92233146,257.9458017,8.166739298,,
2,10,16,351799.3237,25282.64402,72.28013771,427.0533322,13.30344745,,
2,10,21,137220.0214,9861.54526,10.00079478,77.07621753,2.594975935,,
2,10,22,147281.6593,10584.64162,14.88829026,111.6054492,3.424173936,,
2,10,23,181790.7093,13064.69194,18.43014918,149.4353776,4.60124524,,
2,10,24,235414.4637,16918.45231,30.68278461,275.3729571,7.065679911,,
2,10,25,302283.7367,21724.12393,46.81073118,221.577273,7.264132264,,
2,10,27,416021.331,29898.06548,61.42027737,382.1994867,10.72640361,,
2,10,28,555840.9831,39946.43753,93.10673608,751.3131578,29.59070577,,
2,10,29,762157.0378,54773.68424,124.928091,853.6857436,37.78434968,,
2,10,30,898114.3906,64544.48572,145.4745492,3456.241661,63.15490646,,
2,10,33,198167.6489,14241.64797,21.19151836,148.1645164,3.161070712,,
2,10,35,303258.0823,21794.1469,47.06480526,275.9897154,4.149956092,,
2,10,37,400804.2703,28804.46608,70.38901962,328.03528,5.68097966,,
2,10,38,520865.886,37432.89395,90.39453011,275.8852068,10.1642623,,
2,10,39,682630.0575,49058.34542,152.7617839,622.6986473,18.27644844,,
2,10,40,903322.0122,64918.74011,165.3531581,1456.523397,24.17636768,,
2,11,0,77434.55586,5564.963258,4.891590542,80.19865092,9.665801952,,
2,11,1,61554.55204,4423.720349,3.596462263,86.83284982,5.911158443,,
2,11,11,94313.94125,6778.028387,7.41333079,100.6146834,6.963430443,,
2,11,12,116999.8301,8408.387553,13.9125058,165.2991634,8.766383786,,
2,11,13,178235.7455,12809.20855,28.37388073,237.5951366,12.5658441,,
2,11,14,233514.1713,16781.88464,47.52578303,342.3289537,16.14398356,,
2,11,15,285692.8131,20531.78959,65.63797434,425.3721118,19.55100995,,
2,11,16,367725.9878,26427.24025,88.19331203,516.716314,26.44279385,,
2,11,21,118859.5951,8542.042661,18.408224,155.3636048,8.489351889,,
2,11,22,137596.4529,9888.598136,22.82266299,190.5430159,9.257847598,,
2,11,23,178225.3317,12808.46014,32.17646431,240.9290311,11.67905103,,
2,11,24,233514.8829,16781.93578,51.03542218,280.7135707,14.6779577,,
2,11,25,297342.6356,21369.02348,73.83296173,366.2697785,17.24040154,,
2,11,27,409302.011,29415.17036,109.4191953,462.0884427,24.12365972,,
2,11,28,546943.9652,39307.03852,144.7203667,568.6380388,31.89620908,,
2,11,29,749901.8416,53892.94416,212.905395,1443.721441,44.64993007,,
2,11,30,883030.1839,63460.43409,251.9328975,5534.639441,63.33161195,,
2,11,33,187358.2919,13464.81553,29.19953518,208.5903711,10.25642207,,
2,11,35,287297.4714,20647.11103,70.04052162,359.0486569,15.75913857,,
2,11,37,380306.3902,27331.35181,95.3928648,473.9050735,20.55016277,,
2,11,38,493819.9251,35489.19095,136.9954527,559.1700754,21.20714961,,
2,11,39,646460.931,46458.99093,204.2175495,1072.930846,76.35233703,,
2,11,40,855259.2218,61464.62767,233.8073556,2440.283578,111.797531,,
2,12,0,77373.88275,5560.602884,5.06401642,80.83326124,9.691061414,,
2,12,1,61507.86037,4420.364774,3.668879423,86.35503115,5.91309023,,
2,12,11,94250.21257,6773.448419,7.623236909,101.6421527,7.088051161,,
2,12,12,116910.2218,8401.947703,14.03030521,165.0208887,8.822026984,,
2,12,13,178069.2916,12797.24606,28.58806085,238.7621807,12.78234549,,
2,12,14,233264.9858,16763.97651,47.79489007,343.9288498,16.38331173,,
2,12,15,285353.0198,20507.36978,65.73146712,428.374784,19.8696227,,
2,12,16,367262.0945,26393.90178,88.27422774,521.4827077,26.98805652,,
2,12,21,118786.6787,8536.802402,18.66394458,156.5298167,8.546758838,,
2,12,22,137487.1105,9880.740063,23.29897396,191.4536728,9.370683244,,
2,12,23,178050.0283,12795.86167,32.53893986,241.4806417,11.82280644,,
2,12,24,233257.7922,16763.45953,51.40525274,281.1146493,14.85185342,,
2,12,25,296998.9472,21344.32374,74.12375794,368.1736207,17.37567186,,
2,12,27,408743.6377,29375.04194,109.2652658,463.4508804,24.17302924,,
2,12,28,546362.8962,39265.27903,144.3759834,572.4389809,31.9455274,,
2,12,29,749217.3155,53843.74956,212.1530351,1446.803576,44.78857423,,
2,12,30,882405.7646,63415.55916,251.1871804,5511.896433,63.30434851,,
2,12,33,187196.7853,13453.20859,30.17286021,211.8017743,10.21924564,,
2,12,35,287032.5531,20628.07223,70.73752096,361.271871,15.6944934,,
2,12,37,379876.9628,27300.49029,95.96808888,475.5087666,20.50723658,,
2,12,38,493359.9822,35456.13639,137.2611392,560.1082908,21.10955002,,
2,12,39,645982.2678,46424.591,204.0600743,1071.073051,75.85550471,,
2,12,40,854664.3028,61421.87283,233.6740969,2430.334635,111.1245131,,
2,13,0,77522.53118,5571.28575,4.648093563,79.30246834,9.630131483,,
2,13,1,61622.35677,4428.593248,3.494196036,87.50762336,5.90843075,,
2,13,11,94406.2709,6784.663811,7.116904917,99.16371246,6.787443322,,
2,13,12,117130.4906,8417.777687,13.74615204,165.6921486,8.687805804,,
2,13,13,178479.1427,12826.70069,28.07142041,235.9470681,12.26010478,,
2,13,14,233874.9613,16807.81341,47.14575686,340.0696243,15.80600883,,
2,13,15,286187.1222,20567.31394,65.50594907,421.1318078,19.10107091,,
2,13,16,368400.2228,26475.69527,88.07904924,509.9853139,25.67278356,,
2,13,21,118965.6562,8549.664918,18.04710027,153.7167068,8.408283146,,
2,13,22,137756.5001,9900.100195,22.15002504,189.257011,9.098503316,,
2,13,23,178481.0073,12826.8347,31.66458361,240.150069,11.47604246,,
2,13,24,233888.9316,16808.81741,50.51315594,280.1471899,14.43238561,,
2,13,25,297841.7131,21404.89051,73.42230799,363.5812223,17.04937581,,
2,13,27,410113.5983,29473.49643,109.6365787,460.1644556,24.05394223,,
2,13,28,547788.7023,39367.74696,145.2067081,563.2704383,31.82656436,,
2,13,29,750895.255,53964.33747,213.967879,1439.368981,44.45414146,,
2,13,30,883936.4995,63525.56797,252.9860029,5566.757104,63.37011669,,
2,13,33,187592.2345,13481.62821,27.82502172,204.0552873,10.30892268,,
2,13,35,287681.0203,20674.67541,69.05623362,355.9090881,15.85043046,,
2,13,37,380930.4476,27376.20073,94.58054748,471.6403898,20.61078372,,
2,13,38,494487.5642,35537.17195,136.6202622,557.8451744,21.34497955,,
2,13,39,647156.082,46508.94912,204.4399457,1075.55446,77.05396075,,
2,13,40,856122.9367,61526.69998,233.9955553,2454.33347,112.7479635,,
2,14,0,77399.50504,5562.444272,3.9813981,84.22473304,11.24410494,,
2,14,1,61527.67876,4421.789056,3.12212288,95.3323722,6.556251008,,
2,14,11,94277.09736,6775.380539,6.217932014,102.0754586,7.425165546,,
2,14,12,116948.862,8404.724646,13.54356132,181.5379728,9.569500144,,
2,14,13,178139.7262,12802.30796,28.36842684,258.191178,12.9488221,,
2,14,14,233370.4056,16771.55268,48.25164944,369.2509686,16.68748574,,
2,14,15,285497.2756,20517.73696,69.2638804,455.1164414,19.89004874,,
2,14,16,367458.0768,26407.98638,96.43763702,630.4707442,26.35776744,,
2,14,21,118816.9948,8538.981119,16.72241866,163.4667254,10.55848795,,
2,14,22,137533.5946,9884.08072,19.34199992,197.8416564,10.10676732,,
2,14,23,178124.1096,12801.18565,30.06482946,254.8066628,12.37010008,,
2,14,24,233366.9396,16771.30359,49.41788034,303.6615312,15.36675604,,
2,14,25,297144.4884,21354.7833,73.64699024,385.7767666,18.48222682,,
2,14,27,408979.7078,29392.00751,113.9419296,504.7258616,26.08654606,,
2,14,28,546608.9504,39282.96213,152.6719482,645.3043514,34.42407518,,
2,14,29,749507.2158,53864.58372,224.7773676,1573.539128,46.89610364,,
2,14,30,882669.524,63434.51467,267.3845664,5977.868776,69.75348308,,
2,14,33,187264.7022,13458.08955,23.62543994,216.764347,13.79096604,,
2,14,35,287144.3692,20636.10809,65.52156906,363.3238722,18.35178384,,
2,14,37,380058.987,27313.57176,93.02746108,481.7217376,22.48760306,,
2,14,38,493554.609,35470.12357,138.1631782,572.2988182,23.25390874,,
2,14,39,646185.434,46439.19188,208.7610362,1112.804106,79.1804488,,
2,14,40,854915.5546,61439.92946,241.9544068,2655.20395,115.84664,,
2,15,0,71104.73562,5110.060189,4.851042184,88.66479347,10.08203019,,
2,15,1,56571.69906,4065.619325,5.16001105,70.00713181,6.977775092,,
2,15,11,86981.66839,6251.082392,7.062113684,97.254085,7.186460147,,
2,15,12,109381.3799,7860.874947,15.96752139,159.9725049,8.949309977,,
2,15,13,167782.7538,12057.9869,32.2844522,265.0329784,13.22776652,,
2,15,14,218751.895,15720.96908,57.04880099,391.1717055,17.64998546,,
2,15,15,267599.6063,19231.49116,82.31129781,470.8272683,20.66542456,,
2,15,16,341444.031,24538.44367,122.967015,648.4420331,25.92038344,,
2,15,21,107773.0683,7745.290957,18.87063649,177.7037506,11.80465629,,
2,15,22,127348.1489,9152.08671,22.53529056,196.2794712,10.41520637,,
2,15,23,165270.7846,11877.46005,34.02762832,251.2808942,12.04514677,,
2,15,24,216037.7111,15525.90973,57.18094579,348.5187362,16.06613257,,
2,15,25,274885.7489,19755.12193,81.12338931,421.983369,17.97258175,,
2,15,27,376058.4843,27026.06898,131.7403988,672.511349,26.55758298,,
2,15,28,502260.2697,36095.77037,192.2654685,1058.737283,37.53555576,,
2,15,29,688623.7226,49489.09014,253.5741121,2092.577903,53.69410713,,
2,15,30,823035.7654,59148.83534,308.9571331,3894.874828,91.51547175,,
2,15,33,167501.283,12037.75853,28.43512948,183.6312343,11.94057795,,
2,15,35,265306.3088,19066.67952,74.60154909,289.8108518,14.5227651,,
2,15,37,348048.2512,25013.06695,107.309511,403.227564,17.05259659,,
2,15,38,454310.2987,32649.76588,140.7356418,675.1024123,22.83545375,,
2,15,39,599231.8478,43064.79425,241.2401368,1411.095319,31.66962787,,
2,15,40,791223.7057,56862.60871,305.2344908,2491.910849,36.36576176,,
2,16,0,70900.95344,5095.415044,7.68360074,224.7988936,41.95408016,,
2,16,1,59253.46692,4258.349036,7.438369396,186.993466,18.6758476,,
2,16,11,90076.1384,6473.471631,13.09165568,213.525112,25.9616176,,
2,16,12,114887.9968,8256.617137,29.86070252,322.7185388,29.61205804,,
2,16,13,171286.1164,12309.76189,63.12233836,536.2524916,38.13302776,,
2,16,14,222619.428,15998.91577,111.6302504,710.0073292,43.95242832,,
2,16,15,272780.8364,19603.84889,164.7126896,819.128484,49.49160444,,
2,16,16,348323.414,25032.84198,232.1925392,1053.576745,59.74199552,,
2,16,21,113656.6124,8168.121648,34.58961876,448.6256684,41.8929592,,
2,16,22,131869.4516,9477.017655,42.83174972,409.3451672,35.41803388,,
2,16,23,169160.9804,12157.03545,68.23611944,499.3394544,39.00871868,,
2,16,24,221078.6348,15888.18411,117.8232686,678.2044108,47.98777088,,
2,16,25,282292.3168,20287.40726,165.2335972,741.8982184,52.78682632,,
2,16,27,386851.9032,27801.75599,257.4326364,1052.057088,62.09832624,,
2,16,28,516609.8176,37127.02451,352.2462264,1730.732424,82.69455956,,
2,16,29,710396.8188,51053.84994,412.9837464,2966.187548,112.6321932,,
2,16,30,846791.4384,60856.07633,421.2223448,5659.358132,164.0752952,,
2,16,33,171460.1728,12322.27074,54.97705156,380.3703204,40.8285054,,
2,16,35,268731.5008,19312.83665,159.7226426,551.0281664,44.60428652,,
2,16,37,354036.4272,25443.41718,224.212038,717.1980532,52.01950464,,
2,16,38,461443.0484,33162.37281,288.0924924,956.326998,58.70819848,,
2,16,39,607019.9148,43624.49665,383.39603,2070.41782,85.22568324,,
2,16,40,800281.4652,57513.55968,806.6879684,7798.615632,89.8561888,,
2,17,0,69389.97767,4986.826255,7.638891915,224.5661831,41.93554247,,
2,17,1,57773.48745,4151.987848,7.443904798,187.0569548,18.67361007,,
2,17,11,87773.32509,6307.976119,13.05892974,213.037962,25.90056083,,
2,17,12,112386.4432,8076.838824,29.8787572,322.0762492,29.58733431,,
2,17,13,166751.1779,11983.85098,63.11465486,534.5823701,38.03188329,,
2,17,14,216069.2078,15528.1733,111.6521611,707.6335781,43.82524313,,
2,17,15,264020.5428,18974.27581,164.7720688,815.3091546,49.3254176,,
2,17,16,335080.0906,24081.0885,232.0092162,1039.881435,59.4322871,,
2,17,21,110656.2397,7952.494869,34.62444228,448.270894,41.79825472,,
2,17,22,128502.735,9235.062962,42.8785619,408.9085961,35.36477593,,
2,17,23,164203.9019,11800.78675,68.32643347,498.7374272,38.95047842,,
2,17,24,213897.2565,15372.0824,118.0196025,677.5153363,47.93449522,,
2,17,25,272994.4134,19619.19796,165.4811018,740.0869536,52.721465,,
2,17,27,372156.7195,26745.66215,257.8860053,1049.410269,62.04707004,,
2,17,28,500868.8042,35995.77038,352.8262492,1725.284504,82.65181328,,
2,17,29,687880.058,49435.64544,413.4749466,2957.625421,112.630827,,
2,17,30,822791.2972,59131.26623,421.1562126,5633.154729,163.9533926,,
2,17,33,165614.3464,11902.15069,54.8256654,377.4817995,40.64739359,,
2,17,35,260402.7151,18714.2746,160.0554497,549.5716101,44.54027317,,
2,17,37,342796.5153,24635.64221,224.6358613,716.2040981,52.02026598,,
2,17,38,447217.4824,32140.02883,288.5396231,956.2008996,58.7797624,,
2,17,39,589493.3129,42364.91823,384.018618,2073.212887,85.42370491,,
2,17,40,775465.4523,55730.1156,809.0263577,7813.52543,89.91761841,,
2,18,0,68431.73264,4917.96038,9.1839808,141.764632,33.77613184,,
2,18,1,57124.90912,4105.376686,7.126064912,131.2228496,13.35614288,,
2,18,11,85902.84224,6173.550755,13.68271792,236.3164336,30.65517008,,
2,18,12,110036.5424,7907.959291,31.13832032,340.4331744,27.96714144,,
2,18,13,165346.8944,11882.92981,66.3798176,631.8562656,39.20520272,,
2,18,14,214834.5968,15439.44592,115.8374336,812.4985856,42.77406544,,
2,18,15,263336.0576,18925.08414,175.077944,978.9367456,52.26017728,,
2,18,16,335548.3152,24114.73824,243.3675216,1187.014752,57.14550048,,
2,18,21,107439.0928,7721.289252,34.81345824,339.74452,33.19323104,,
2,18,22,126800.168,9112.70515,50.08276176,443.5104912,35.1102096,,
2,18,23,162868.488,11704.81501,73.08892672,546.41316,37.57250208,,
2,18,24,212376.0976,15262.76178,129.8748312,723.3126256,44.789564,,
2,18,25,270733.9136,19456.74338,185.94228,923.4151712,47.82478624,,
2,18,27,369584.3984,26560.79802,254.57252,1267.124544,61.11809312,,
2,18,28,493412.6496,35459.92142,322.8165984,2198.40432,78.36700224,,
2,18,29,677045.8928,48657.03012,470.4497056,8831.66984,233.7810832,,
2,18,30,815642.536,58617.5086,717.8140096,19764.02256,298.646088,,
2,18,33,164732.2496,11838.75734,74.24991392,414.8873024,39.53811104,,
2,18,35,259164.4288,18625.28309,187.6417176,866.4411616,46.5386064,,
2,18,37,339776.2208,24418.58371,254.1128304,1057.449077,53.0852952,,
2,18,38,444066.264,31913.56127,311.6969248,1367.534573,66.7143032,,
2,18,39,586978.3168,42184.17385,379.2305952,5251.051312,166.2601845,,
2,18,40,771983.7376,55479.89638,458.7295776,11213.73426,179.7862877,,
2,19,0,68275.33312,4906.720469,9.186804309,141.8171546,33.78096751,,
2,19,1,56614.21063,4068.674489,7.125768305,131.2411782,13.35853077,,
2,19,11,85078.8049,6114.32994,13.68499608,236.3445208,30.65792558,,
2,19,12,108927.1867,7828.233597,31.13639711,340.4753431,27.96973393,,
2,19,13,164043.3522,11789.24858,66.37905618,631.9452799,39.21255778,,
2,19,14,213144.3959,15317.97682,115.8339962,812.6390014,42.78436586,,
2,19,15,260935.6846,18752.57734,175.0690552,979.164784,52.27184247,,
2,19,16,331683.5088,23836.98749,243.3770149,1188.015398,57.17046776,,
2,19,21,106505.1617,7654.170739,34.81068071,339.8172243,33.2041578,,
2,19,22,125274.542,9003.063498,50.07613444,443.5299495,35.11444615,,
2,19,23,160984.2427,11569.40058,73.07994389,546.4400071,37.57759275,,
2,19,24,209955.2525,15088.78372,129.854677,723.3470101,44.79500567,,
2,19,25,267571.7071,19229.48614,185.9145772,923.4793103,47.83189442,,
2,19,27,366131.519,26312.65109,254.5387565,1267.239163,61.12245616,,
2,19,28,486881.7126,34990.56476,322.7841322,2198.629815,78.37210327,,
2,19,29,668955.0906,48075.57116,470.3879152,8829.88834,233.7307561,,
2,19,30,805360.3325,57878.56093,717.695648,19760.17151,298.5994705,,
2,19,33,161451.909,11603.0102,74.25356687,415.0957039,39.55261674,,
2,19,35,256479.2525,18432.30843,187.6044344,866.4221963,46.54273927,,
2,19,37,336704.0741,24197.79878,254.0677053,1057.384102,53.08479458,,
2,19,38,439707.8061,31600.33344,311.6526258,1367.373138,66.70545325,,
2,19,39,580465.224,41716.09959,379.1843296,5249.51168,166.2111802,,
2,19,40,763210.2996,54849.37865,458.6941335,11211.16293,179.744114,,
2,20,0,67010.45672,4815.818021,10.27639432,168.8826779,40.3267863,,
2,20,1,56712.4528,4075.734826,8.036227541,157.3589373,15.93050117,,
2,20,11,85156.53338,6119.916026,15.35873761,283.5533879,36.65526777,,
2,20,12,109910.5894,7898.907469,35.13121844,408.4227677,33.43854628,,
2,20,13,164071.4399,11791.26715,74.80772708,757.6805174,46.75027531,,
2,20,14,212736.0703,15288.63182,130.5976427,973.4090579,50.92971571,,
2,20,15,260861.127,18747.21913,197.4804247,1170.798528,62.25527417,,
2,20,16,332581.4956,23901.52281,273.9581975,1394.923715,67.66530333,,
2,20,21,107068.1512,7694.630916,39.29335999,406.5511307,39.42375123,,
2,20,22,125829.6614,9042.958078,56.59367597,533.298231,41.94602938,,
2,20,23,161661.7948,11618.09399,82.57332032,656.9354936,44.8690643,,
2,20,24,210756.909,15146.3961,146.8341579,869.6556746,53.50871358,,
2,20,25,269163.4614,19343.88021,210.1929871,1109.555759,57.09129391,,
2,20,27,366752.3474,26357.26796,287.669879,1521.638181,73.11864961,,
2,20,28,490306.6314,35236.70225,364.525654,2639.0615,93.77099004,,
2,20,29,670601.5498,48193.89669,531.5984183,10693.72037,281.9330771,,
2,20,30,808717.9756,58119.86354,811.7190499,23926.31659,359.5652274,,
2,20,33,161788.6018,11627.20719,83.56389713,492.3827798,46.90945944,,
2,20,35,256037.8706,18400.58778,212.3485737,1043.798668,55.64927582,,
2,20,37,336743.1307,24200.60564,287.4366846,1275.32707,63.65268614,,
2,20,38,438840.2271,31537.98343,352.2955964,1651.944216,80.2705143,,
2,20,39,579147.884,41621.42676,428.4325266,6374.571192,200.9475768,,
2,20,40,758640.8705,54520.98902,517.7310582,13588.57327,216.9334014,,
2,21,0,77533.65205,5572.08497,10.31974303,169.63727,40.36534462,,
2,21,1,68679.47777,4935.764997,8.023855065,157.4951184,15.95457772,,
2,21,11,95883.92586,6890.857944,15.38765195,283.707282,36.6599485,,
2,21,12,122648.5309,8814.340839,35.06555506,408.6761554,33.44427504,,
2,21,13,173309.0753,12455.14519,74.72949637,758.3503422,46.82736597,,
2,21,14,222405.6535,15983.55251,130.4221236,974.7521884,51.05606291,,
2,21,15,270222.6339,19419.99941,197.1468218,1173.509498,62.39257478,,
2,21,16,340190.1483,24448.3313,273.8986003,1411.654361,68.04208828,,
2,21,21,125776.9228,9039.167931,39.20834375,407.3724733,39.57624418,,
2,21,22,142233.0028,10221.81151,56.42269812,532.9696899,41.97144655,,
2,21,23,176344.7448,12673.30864,82.33654304,656.5840809,44.90660195,,
2,21,24,225843.4069,16230.61239,146.3358735,869.1690643,53.5418273,,
2,21,25,286700.0449,20604.17598,209.5009064,1109.310294,57.15073776,,
2,21,27,359425.5479,25830.71531,286.7993743,1521.795308,73.10699572,,
2,21,28,493530.5171,35468.39216,363.6131994,2639.828637,93.74688994,,
2,21,29,651254.3502,46803.47798,530.0009077,10646.91144,280.6446663,,
2,21,30,786311.2622,56509.56778,808.8361572,23824.08454,358.2473559,,
2,21,33,193113.2141,13878.4026,83.55970883,495.606456,47.11876236,,
2,21,35,296243.3825,21290.02382,211.4776507,1042.099012,55.6554471,,
2,21,37,379372.0431,27264.2034,286.3564867,1272.47623,63.56293564,,
2,21,38,476469.2432,34242.25531,351.175022,1646.820379,80.00514228,,
2,21,39,624398.8063,44873.45962,427.2103233,6337.82144,199.7860614,,
2,21,40,779103.4842,55991.56882,516.6321782,13523.39668,215.8781566,,
2,22,0,78260.43892,5624.316719,9.025558788,311.8590396,65.17200852,,
2,22,1,69321.25197,4981.887168,12.14515458,506.0630576,36.79925948,,
2,22,11,95927.99099,6894.024758,15.14869206,383.3535036,41.65546262,,
2,22,12,122028.8011,8769.802925,34.8286842,604.5057554,47.72113872,,
2,22,13,171573.0255,12330.38109,70.8952719,862.2708018,58.28265222,,
2,22,14,220968.2472,15880.25092,119.014324,1155.718639,67.90689082,,
2,22,15,268241.9533,19277.6545,177.9888358,1430.126327,78.91591428,,
2,22,16,339606.0823,24406.35643,253.5762726,1732.74978,100.0373607,,
2,22,21,126092.3585,9061.837242,36.81404576,650.6971482,62.757439,,
2,22,22,142481.3089,10239.65644,46.74363554,697.1472898,52.61777828,,
2,22,23,175816.9676,12635.37905,74.0678441,861.4079238,57.67119492,,
2,22,24,224675.3995,16146.67159,129.597113,1272.008613,73.9526828,,
2,22,25,285483.8341,20516.77097,184.7755526,1468.698574,82.16649778,,
2,22,27,354536.311,25479.34217,276.8774758,2198.65404,102.5214975,,
2,22,28,486770.8956,34982.60071,356.9838248,3299.344434,134.266871,,
2,22,29,641645.6953,46112.936,368.6202762,4493.42265,164.3828794,,
2,22,30,774533.8895,55663.16729,620.8698302,21195.99231,268.5135174,,
2,22,33,195232.444,14030.70458,68.9487425,710.7070466,63.37048344,,
2,22,35,296180.0801,21285.47449,196.0122736,1243.820966,70.26346812,,
2,22,37,379362.9558,27263.55032,282.8794456,1554.486326,79.10032248,,
2,22,38,476822.9363,34267.67406,349.4266938,2137.697991,91.39289346,,
2,22,39,625036.712,44919.30377,422.9290766,3792.388152,135.4612627,,
2,22,40,772099.2827,55488.20022,566.5711366,15829.54767,212.3884934,,
2,23,0,85786.21662,6165.169261,9.062895154,311.7951909,65.19381209,,
2,23,1,71147.21202,5113.112826,12.14659393,505.3570704,36.81827339,,
2,23,11,96626.19407,6944.202285,15.17878697,383.1595529,41.69468865,,
2,23,12,123835.0592,8899.61267,34.84115797,604.0082814,47.73401934,,
2,23,13,178858.4014,12853.95675,70.94662665,861.730707,58.30963773,,
2,23,14,237057.3171,17036.51871,119.0582684,1154.984633,67.94199385,,
2,23,15,291908.622,20978.49904,178.012844,1429.272646,78.97039091,,
2,23,16,382762.9864,27507.89918,253.7265036,1733.124798,100.2317511,,
2,23,21,123976.7223,8909.793525,36.85228902,650.2661558,62.82872331,,
2,23,22,142768.326,10260.28341,46.79518653,696.5757828,52.63284595,,
2,23,23,183282.8472,13171.92691,74.11284638,860.6175072,57.6756762,,
2,23,24,237807.6569,17090.44313,129.5960393,1270.617625,73.92550091,,
2,23,25,303287.2733,21796.24476,184.757303,1467.177806,82.14087339,,
2,23,27,382333.0991,27477.00461,276.8037864,2196.362023,102.4864765,,
2,23,28,515791.9909,37068.25003,356.8963763,3295.815635,134.238084,,
2,23,29,670983.2385,48221.32738,368.6708246,4489.336534,164.480695,,
2,23,30,814409.5368,58528.89706,620.6598084,21169.07453,268.7097155,,
2,23,33,204297.7157,14682.19542,69.15869046,710.8235747,63.39173327,,
2,23,35,305119.7298,21927.9373,196.0420078,1242.666752,70.21025649,,
2,23,37,391137.8526,28109.77288,282.8757452,1552.660075,79.02889825,,
2,23,38,485862.4534,34917.314,349.4616215,2134.972358,91.29831287,,
2,23,39,629780.1481,45260.1987,422.9781325,3787.257231,135.3058909,,
2,23,40,788444.2938,56662.86165,566.5841054,15805.71455,212.2075778,,
2,24,0,76182.23337,5474.963017,9.015165278,311.8768226,65.16594062,,
2,24,1,65096.37144,4678.259096,12.14475423,506.2596056,36.79396738,,
2,24,11,91425.25365,6570.428044,15.14031461,383.4075066,41.64454397,,
2,24,12,122853.9442,8829.103208,34.8252127,604.6442599,47.71755432,,
2,24,13,185088.4604,13301.69031,70.88097765,862.4211783,58.27514157,,
2,24,14,242846.0744,17452.53739,119.002094,1155.923005,67.89712067,,
2,24,15,303073.9574,21780.91446,177.9821573,1430.364016,78.90075118,,
2,24,16,386425.2635,27771.09482,253.5344581,1732.64543,99.98324871,,
2,24,21,118820.2989,8539.218574,36.80340056,650.8171467,62.7375965,,
2,24,22,144721.7465,10400.66922,46.72928599,697.3064063,52.61358518,,
2,24,23,189345.0597,13607.59791,74.05531835,861.6279853,57.66994902,,
2,24,24,247295.3485,17772.29188,129.5974155,1272.395874,73.9602518,,
2,24,25,317034.3318,22784.2,184.7806381,1469.121969,82.17363343,,
2,24,27,411510.4229,29573.88156,276.8979973,2199.292157,102.5312495,,
2,24,28,552061.9467,39674.85078,357.0081788,3300.326879,134.2748885,,
2,24,29,727663.2305,52294.72936,368.6062147,4494.560275,164.3556539,,
2,24,30,859212.1945,61748.71464,620.9283137,21203.48631,268.4589069,,
2,24,33,206717.0797,14856.06704,68.89029875,710.6746271,63.36456964,,
2,24,35,329031.1954,23646.37458,196.0040016,1244.142312,70.27828322,,
2,24,37,431839.0569,31034.83268,282.8804836,1554.994764,79.12020788,,
2,24,38,537641.7223,38638.51735,349.4169803,2138.456817,91.41922551,,
2,24,39,701359.943,50404.39982,422.9154321,3793.816612,135.5045192,,
2,24,40,873798.8293,62797.00743,566.5675421,15836.18282,212.4388629,,
2,25,0,68643.28926,4933.164249,9.528740394,310.9979989,65.46575375,,
2,25,1,59087.30096,4246.407243,12.16453274,496.5473377,37.05545528,,
2,25,11,82836.75133,5953.201028,15.55426736,380.7389069,42.18405692,,
2,25,12,113197.7198,8135.142567,34.99673932,597.8000825,47.89465532,,
2,25,13,170937.9554,12284.74072,71.58728038,854.990278,58.64624816,,
2,25,14,225029.9578,16172.15251,119.6063788,1145.824203,68.37987346,,
2,25,15,280015.1881,20123.75762,178.3121039,1418.618519,79.64998397,,
2,25,16,359985.3187,25870.94417,255.6005666,1737.801124,102.6570676,,
2,25,21,103187.3439,7415.730239,37.32940307,644.8873972,63.71805963,,
2,25,22,124275.0589,8931.233981,47.43832949,689.4436894,52.82076242,,
2,25,23,165741.4072,11911.28213,74.67423248,850.7537157,57.73149351,,
2,25,24,220787.6465,15867.27175,129.5824239,1253.259577,73.58621698,,
2,25,25,281400.6158,20223.32369,184.5292837,1448.200103,81.8210091,,
2,25,27,367377.355,26402.18517,275.883867,2167.759909,102.0493332,,
2,25,28,474420.8027,34095.04073,355.8046446,3251.779855,133.8786713,,
2,25,29,626169.2709,45000.697,369.3009152,4438.344881,165.7009013,,
2,25,30,740964.5346,53250.64972,618.0382367,20833.17519,271.1573036,,
